subject_id	trial 	image 	position of image	sugar/free	bid	reaction time 	Q1	Q2	Q3	Q4	gender	age	day
s7	34	37	2	0	44	3.352437600000485	5	4	4	2	1	21	5
s7	35	45	1	0	45	3.191871799999717	5	5	4	5	1	21	5
s7	36	5	2	0	18	3.7794388000002073	5	5	2	2	1	21	5
s7	37	44	2	1	70	2.37739590000092	5	5	4	5	1	21	5
s7	38	54	2	1	0	1.7518335999993724	5	1	4	1	1	21	5
s7	39	40	2	1	100	3.2556624000008014	5	5	4	5	1	21	5
s7	40	27	1	0	80	1.8607668000004196	5	5	2	2	1	21	5
s7	41	56	1	1	85	15.48945409999942	5	1	5	4	1	21	5
s7	42	55	1	0	85	3.210346500000014	5	1	5	4	1	21	5
s7	43	12	1	1	50	2.212335599999278	5	5	4	5	1	21	5
s7	44	19	1	0	70	1.9335883000003378	5	2	4	4	1	21	5
s7	45	29	1	0	110	3.9874767000001157	5	5	5	5	1	21	5
s7	46	15	2	0	25	5.025112999999692	4	2	5	5	1	21	5
s7	47	23	2	0	15	6.244058700000096	5	4	2	4	1	21	5
s7	48	2	2	1	45	5.301817300000039	5	4	5	4	1	21	5
s7	49	28	2	1	60	2.637993700000152	5	5	1	4	1	21	5
s7	50	26	2	1	15	1.6720819000001939	5	4	2	2	1	21	5
s7	51	34	1	1	40	3.017688399999315	4	5	4	4	1	21	5
s7	52	8	1	1	20	2.310846299998957	5	5	1	5	1	21	5
s7	53	60	1	1	100	3.059533499999816	5	5	4	4	1	21	5
s7	54	49	2	0	30	3.100857699999324	5	5	1	5	1	21	5
s7	55	6	1	1	10	2.9095876999999746	5	2	2	4	1	21	5
s7	56	17	2	0	20	1.8367328000003909	4	4	5	2	1	21	5
s7	57	52	1	1	129	5.558775299999979	5	5	1	5	1	21	5
s7	58	43	1	0	60	3.382907499999419	5	5	1	5	1	21	5
s7	59	42	2	1	60	2.798097400000188	4	2	4	2	1	21	5
s7	60	21	2	0	45	6.846043400000781	5	5	1	5	1	21	5
s8	1	9	1	0	60	4.083962699998665	4	5	2	5	1	31	6
s8	2	7	2	0	55	3.014758900000743	5	5	1	5	1	31	6
s8	3	33	1	0	30	3.307639399998152	4	5	1	4	1	31	6
s8	4	16	1	1	45	5.687789299998258	4	3	3	5	1	31	6
s8	5	42	1	1	50	5.918180900000152	4	4	3	4	1	31	6
s8	6	30	1	1	0	2.0899204000015743	4	5	3	1	1	31	6
s8	7	27	2	0	0	2.704733299997315	5	5	1	1	1	31	6
s8	8	49	1	0	55	2.8153015000025334	5	5	1	5	1	31	6
s8	9	40	2	1	0	4.4108502000017324	5	4	3	1	1	31	6
s8	10	56	1	1	80	2.9411509999990813	4	5	4	5	1	31	6
s8	11	36	2	1	20	2.407991800002492	4	2	3	2	1	31	6
s8	12	22	1	1	75	8.700094600000739	4	5	2	5	1	31	6
s8	13	18	2	1	80	2.2792128000000957	4	4	5	5	1	31	6
s8	14	37	1	0	70	28.070324899999832	4	4	1	3	1	31	6
s8	15	28	1	1	0	2.4424729000020307	4	5	2	1	1	31	6
s8	16	44	1	1	90	4.838259500000277	5	5	3	5	1	31	6
s8	17	31	1	0	35	3.927051200000278	4	4	1	3	1	31	6
s8	18	19	1	0	40	17.418926999998803	4	4	2	4	1	31	6
s8	19	55	1	0	95	3.117246599998907	5	4	3	5	1	31	6
s8	20	24	2	1	35	3.8718855000006442	2	4	3	4	1	31	6
s8	21	26	2	1	40	6.968237099998078	4	4	3	5	1	31	6
s8	22	48	1	1	55	5.70632950000072	4	4	3	5	1	31	6
s8	23	23	1	0	30	2.159206300002552	4	4	2	4	1	31	6
s8	24	25	2	0	50	5.277664599998388	5	5	1	5	1	31	6
s8	25	39	2	0	0	4.939371500000561	5	5	1	1	1	31	6
s8	26	29	2	0	0	2.449144800000795	4	5	1	5	1	31	6
s8	27	57	1	0	15	6.504031500000565	5	5	2	5	1	31	6
s8	28	43	1	0	65	7.501995899998292	4	5	1	5	1	31	6
s8	29	45	2	0	40	7.443676500002766	5	5	1	5	1	31	6
s8	30	46	2	1	45	4.171082799999567	4	4	3	5	1	31	6
s8	31	35	2	0	15	2.250565900001675	5	2	2	2	1	31	6
s8	32	60	2	1	30	3.674858700000186	3	4	3	2	1	31	6
s8	33	41	2	0	45	4.795472499998141	4	4	2	5	1	31	6
s8	34	10	1	1	90	2.7456459999993967	4	4	3	5	1	31	6
s8	35	53	2	0	40	3.5612626999973145	5	5	1	5	1	31	6
s8	36	34	2	1	35	16.88325270000132	4	5	3	4	1	31	6
s8	37	54	1	1	35	3.008627399998659	4	5	3	5	1	31	6
s8	38	1	2	0	30	4.394688899999892	4	3	2	3	1	31	6
s8	39	51	1	0	60	2.7901932999993733	3	4	3	5	1	31	6
s8	40	21	2	0	0	10.688852999999654	5	5	1	1	1	31	6
s8	41	52	1	1	75	4.939760200002638	4	4	3	5	1	31	6
s8	42	4	2	1	50	5.161869499999739	4	4	3	3	1	31	6
s8	43	8	2	1	53	5.470283599999675	4	5	3	5	1	31	6
s8	44	12	2	1	90	2.2045295999996597	4	3	4	5	1	31	6
s8	45	20	1	1	90	2.5426615000033053	4	5	4	5	1	31	6
s8	46	17	1	0	70	2.352230899999995	3	3	2	3	1	31	6
s8	47	2	1	1	50	1.7204673000014736	4	4	3	4	1	31	6
s8	48	14	2	1	90	4.050683500001469	4	4	4	5	1	31	6
s8	49	50	2	1	60	5.704256799999712	4	5	3	2	1	31	6
s8	50	15	2	0	35	4.601772500001971	4	3	3	5	1	31	6
s8	51	11	1	0	75	10.82643520000056	5	3	3	5	1	31	6
s8	52	59	1	0	0	2.163837500000227	4	5	1	1	1	31	6
s8	53	32	2	1	30	8.655153100000462	4	5	3	4	1	31	6
s8	54	38	2	1	50	17.064830600000278	4	5	3	4	1	31	6
s8	55	13	1	0	80	6.05396980000296	5	5	2	4	1	31	6
s8	56	5	1	0	45	3.5658465000014985	5	5	1	1	1	31	6
s8	57	47	1	0	45	3.3754167999977653	4	4	2	4	1	31	6
s8	58	58	2	1	30	17.20261820000087	4	5	3	5	1	31	6
s8	59	6	2	1	45	8.699948400000721	3	4	3	3	1	31	6
s8	60	3	2	0	35	10.165236200002255	4	3	2	3	1	31	6
s9	1	2	2	1	9	7.465526800006046	4	3	3	4	0	26	6
s9	2	4	2	1	20	5.908177399993292	4	3	4	3	0	26	6
s9	3	5	2	0	39	7.768193900003098	5	5	3	5	0	26	6
s9	4	47	2	0	2	5.922565699991537	5	5	3	2	0	26	6
s9	5	50	2	1	30	4.2564637000032235	4	5	3	2	0	26	6
s9	6	51	1	0	35	7.4105754000047455	4	4	3	4	0	26	6
s9	7	28	1	1	37	6.0722884999995586	5	4	2	4	0	26	6
s9	8	33	1	0	32	3.243023799994262	5	5	3	4	0	26	6
s9	9	31	1	0	26	5.768759999991744	3	4	2	3	0	26	6
s9	10	46	1	1	36	7.591127600011532	4	4	1	4	0	26	6
s9	11	30	2	1	8	2.132582900012494	4	3	4	3	0	26	6
s9	12	12	2	1	14	3.578226799989352	5	1	4	2	0	26	6
s9	13	53	2	0	6	16.103927300006035	2	2	2	1	0	26	6
s9	14	45	1	0	33	13.94411179999588	5	4	1	5	0	26	6
s9	15	56	1	1	3	3.5221478000021307	5	3	4	2	0	26	6
s9	16	9	2	0	75	6.523322900000494	5	5	3	5	0	26	6
s9	17	22	1	1	1	2.7395681999914814	1	3	2	1	0	26	6
s9	18	14	2	1	48	5.676738599999226	5	5	3	5	0	26	6
s9	19	44	2	1	18	3.7766145000059623	5	4	4	3	0	26	6
s9	20	57	1	0	8	9.812963100004708	3	3	3	2	0	26	6
s9	21	54	2	1	0	5.184048299997812	3	2	2	2	0	26	6
s9	22	40	2	1	12	4.8078761999931885	5	3	2	4	0	26	6
s9	23	10	2	1	45	8.477379900010419	5	5	3	5	0	26	6
s9	24	18	2	1	5	2.0287518999975873	2	1	3	1	0	26	6
s9	25	60	2	1	15	6.455768100000569	4	3	1	3	0	26	6
s9	26	41	1	0	17	6.103329900011886	3	2	3	3	0	26	6
s9	27	26	2	1	30	10.26531210000394	4	3	2	4	0	26	6
s9	28	19	1	0	65	5.381494800007204	4	5	2	5	0	26	6
s9	29	39	1	0	35	7.732834800001001	5	4	3	4	0	26	6
s9	30	21	2	0	5	5.60517899999104	1	4	4	2	0	26	6
s9	31	11	1	0	45	14.350907600004575	5	4	4	3	0	26	6
s9	32	8	1	1	50	10.355030799997621	4	3	4	3	0	26	6
s9	33	58	1	1	3	2.146945300002699	3	3	3	2	0	26	6
s9	34	17	1	0	10	6.808625499994378	2	2	2	1	0	26	6
s9	35	36	2	1	12	2.083958300005179	5	1	2	2	0	26	6
s9	36	27	2	0	50	11.79834939999273	5	4	2	4	0	26	6
s9	37	1	1	0	40	12.090217299992219	5	4	3	4	0	26	6
s9	38	29	2	0	18	3.583922599995276	4	4	5	5	0	26	6
s9	39	48	1	1	10	6.782056399999419	2	2	2	1	0	26	6
s9	40	7	2	0	24	5.518120099994121	5	4	3	4	0	26	6
s9	41	32	1	1	15	6.129893499994068	4	3	2	3	0	26	6
s9	42	35	1	0	13	1.9814164999988861	5	1	1	2	0	26	6
s9	43	16	1	1	0	3.9199561000132235	2	1	3	1	0	26	6
s9	44	49	2	0	40	4.310558600001968	4	5	4	4	0	26	6
s9	45	20	2	1	5	5.293497099992237	2	3	4	2	0	26	6
s9	46	37	2	0	20	5.859690099998261	5	3	2	2	0	26	6
s9	47	34	2	1	25	8.336699599996791	4	4	4	3	0	26	6
s9	48	13	1	0	55	8.570755200009444	4	5	5	4	0	26	6
s9	49	52	1	1	4	3.544919400010258	3	3	4	2	0	26	6
s9	50	6	1	1	30	3.4116789999970933	5	4	2	4	0	26	6
s9	51	55	1	0	18	11.635538699993049	2	4	3	3	0	26	6
s9	52	3	1	0	45	7.595445899991319	4	5	2	5	0	26	6
s9	53	15	1	0	2	2.9281085999973584	3	3	4	5	0	26	6
s9	54	38	2	1	10	7.278391400002874	5	3	1	2	0	26	6
s9	55	59	1	0	36	4.448599200011813	5	5	2	5	0	26	6
s9	56	24	2	1	15	2.321768499998143	3	4	2	3	0	26	6
s9	57	43	1	0	18	3.2301578000042355	4	3	4	2	0	26	6
s9	58	25	2	0	35	7.200658100002329	5	4	2	4	0	26	6
s9	59	42	2	1	10	6.049976799986325	3	2	3	2	0	26	6
s9	60	23	1	0	22	2.769576299993787	4	4	2	3	0	26	6
s10	1	51	2	0	10	6.640067599999838	5	5	1	5	0	30	6
s10	2	45	1	0	15	5.772094899999956	5	5	1	5	0	30	6
s10	3	34	1	1	45	5.374445400000013	5	3	3	4	0	30	6
s10	4	33	1	0	40	2.4560196999998425	5	5	3	4	0	30	6
s10	5	12	1	1	0	6.865045400000099	5	2	3	3	0	30	6
s10	6	56	2	1	50	4.3314717999999175	5	3	2	4	0	30	6
s10	7	37	2	0	15	6.390432899999951	5	4	1	5	0	30	6
s10	8	40	1	1	25	4.241193899999871	3	2	2	2	0	30	6
s10	9	9	1	0	80	4.300858199999993	5	5	1	4	0	30	6
s10	10	28	2	1	50	2.9221986999998535	5	3	3	3	0	30	6
s10	11	43	2	0	0	1.9713850999999067	5	4	1	3	0	30	6
s10	12	48	2	1	0	4.550136500000008	3	2	3	2	0	30	6
s10	13	55	1	0	0	10.432470599999988	5	5	1	1	0	30	6
s10	14	8	2	1	40	5.636217699999861	4	4	1	3	0	30	6
s10	15	11	2	0	0	4.146866900000077	5	2	3	2	0	30	6
s10	16	19	2	0	20	7.936945800000103	5	5	2	4	0	30	6
s10	17	1	1	0	0	1.24433769999996	5	4	1	1	0	30	6
s10	18	13	2	0	54	9.208173200000147	5	4	1	5	0	30	6
s10	19	49	2	0	20	2.243726899999956	5	5	1	3	0	30	6
s10	20	39	1	0	30	3.103808699999945	4	5	2	3	0	30	6
s10	21	53	1	0	15	2.0824325999999473	5	5	1	5	0	30	6
s10	22	24	1	1	15	6.656149599999935	5	4	1	2	0	30	6
s10	23	58	2	1	0	1.4783416000000216	5	4	1	1	0	30	6
s10	24	47	1	0	20	2.056643699999995	5	4	1	2	0	30	6
s10	25	35	1	0	30	4.038823100000172	5	3	2	5	0	30	6
s10	26	6	1	1	0	2.345226399999774	5	2	1	1	0	30	6
s10	27	15	2	0	35	4.893015000000105	5	3	3	5	0	30	6
s10	28	17	1	0	0	5.551805399999921	3	2	1	3	0	30	6
s10	29	31	1	0	20	4.130197899999985	5	3	3	4	0	30	6
s10	30	29	2	0	0	7.298121700000138	3	4	3	5	0	30	6
s10	31	54	2	1	15	2.9461608000001434	4	3	2	4	0	30	6
s10	32	36	1	1	20	2.9436580999999933	5	1	2	2	0	30	6
s10	33	30	1	1	0	2.4387283999999454	3	3	4	2	0	30	6
s10	34	22	1	1	0	3.014105400000062	2	4	2	3	0	30	6
s10	35	27	2	0	20	6.434008799999901	5	4	2	3	0	30	6
s10	36	60	1	1	30	7.341536500000075	4	2	3	3	0	30	6
s10	37	57	2	0	0	0.9269212999997762	5	5	1	1	0	30	6
s10	38	21	2	0	20	5.183138000000326	3	4	2	3	0	30	6
s10	39	2	2	1	0	1.2725853000001734	5	2	2	1	0	30	6
s10	40	23	2	0	30	5.66308859999981	5	4	1	3	0	30	6
s10	41	38	1	1	10	4.510034500000074	4	3	2	3	0	30	6
s10	42	4	2	1	0	1.1863960000000588	4	4	2	3	0	30	6
s10	43	50	2	1	31	1.2653964999999516	4	4	2	2	0	30	6
s10	44	10	2	1	89	4.12229619999971	5	3	3	2	0	30	6
s10	45	18	2	1	15	4.457266099999742	3	2	2	3	0	30	6
s10	46	3	1	0	0	2.3139016999998603	1	5	1	1	0	30	6
s10	47	25	2	0	65	1.7651926999997158	5	5	1	5	0	30	6
s10	48	42	1	1	20	3.92172040000014	4	5	2	3	0	30	6
s10	49	5	1	0	0	2.791586499999994	5	5	1	2	0	30	6
s10	50	41	1	0	0	3.0476254999998673	4	5	1	3	0	30	6
s10	51	20	1	1	21	6.203376699999808	4	3	2	3	0	30	6
s10	52	46	2	1	16	3.943985800000064	5	5	1	5	0	30	6
s10	53	32	2	1	40	4.416954599999826	5	4	2	4	0	30	6
s10	54	44	2	1	45	5.635006900000008	5	5	1	4	0	30	6
s10	55	7	1	0	36	3.471749699999691	5	5	1	4	0	30	6
s10	56	16	2	1	50	2.3244438000001537	5	3	3	5	0	30	6
s10	57	59	1	0	50	4.12892439999996	5	4	2	3	0	30	6
s10	58	14	1	1	120	4.3044143000001895	5	3	2	4	0	30	6
s10	59	52	1	1	20	2.1413611000002675	2	3	2	3	0	30	6
s10	60	26	2	1	0	1.0725800999998683	4	3	2	2	0	30	6
s11	1	54	1	1	53	10.518222499998956	5	4	3	4	1	29	7
s11	2	42	1	1	83	8.647720899998603	5	3	4	4	1	29	7
s11	3	57	2	0	51	8.323394499999267	4	4	2	4	1	29	7
s11	4	6	2	1	40	4.721754899999723	4	4	3	4	1	29	7
s11	5	35	2	0	35	7.162750299999971	4	2	3	2	1	29	7
s11	6	27	2	0	56	4.352927300000374	5	5	3	4	1	29	7
s11	7	1	1	0	78	5.6142098999989685	4	3	3	4	1	29	7
s11	8	30	1	1	60	6.730593999998746	3	3	4	3	1	29	7
s11	9	20	1	1	68	6.917879399999947	3	4	2	3	1	29	7
s11	10	13	2	0	68	6.049066999999923	3	3	4	3	1	29	7
s11	11	55	1	0	48	13.023000199998933	5	4	4	5	1	29	7
s11	12	60	1	1	44	11.090600099998483	3	4	2	3	1	29	7
s11	13	14	2	1	55	37.72804019999967	3	3	4	3	1	29	7
s11	14	45	2	0	25	3.4638290999992023	5	3	2	2	1	29	7
s11	15	50	1	1	35	2.1978108000002976	3	4	3	1	1	29	7
s11	16	11	1	0	42	7.309428099999423	5	4	2	3	1	29	7
s11	17	19	2	0	40	18.546930399999837	4	4	3	4	1	29	7
s11	18	33	1	0	37	5.039441799999622	4	5	2	4	1	29	7
s11	19	34	1	1	38	9.755556799998885	4	4	2	3	1	29	7
s11	20	39	1	0	47	18.132494999999835	3	4	3	3	1	29	7
s11	21	17	2	0	48	12.31575089999933	4	4	4	3	1	29	7
s11	22	23	1	0	25	3.18533109999953	5	4	3	4	1	29	7
s11	23	16	2	1	54	24.688409200000024	2	3	3	2	1	29	7
s11	24	10	2	1	47	10.048243200000798	3	3	4	3	1	29	7
s11	25	37	1	0	25	4.294202900000528	4	3	2	3	1	29	7
s11	26	43	2	0	38	13.464649499999723	4	4	3	3	1	29	7
s11	27	26	2	1	23	5.031898600000204	4	3	4	4	1	29	7
s11	28	22	2	1	0	6.515087499999936	1	1	4	1	1	29	7
s11	29	46	1	1	18	7.392741399999068	2	3	2	3	1	29	7
s11	30	53	2	0	22	10.449352199999339	5	4	3	4	1	29	7
s11	31	4	1	1	35	15.741155399999116	3	3	2	3	1	29	7
s11	32	36	2	1	32	2.1514634000013757	4	3	2	2	1	29	7
s11	33	3	2	0	33	4.983024600000135	3	4	2	3	1	29	7
s11	34	12	2	1	49	7.297576699998899	2	2	4	2	1	29	7
s11	35	8	2	1	37	7.677144900000712	3	3	3	4	1	29	7
s11	36	44	1	1	46	2.5680883999993966	3	4	4	3	1	29	7
s11	37	32	1	1	49	7.952852099999291	3	2	4	3	1	29	7
s11	38	52	1	1	34	5.010518000000957	4	3	3	4	1	29	7
s11	39	58	2	1	0	7.855727600001046	3	2	2	3	1	29	7
s11	40	51	2	0	28	3.856011399999261	4	3	2	4	1	29	7
s11	41	48	1	1	0	1.5476933000009012	1	1	1	1	1	29	7
s11	42	15	1	0	19	5.51086050000049	4	3	1	5	1	29	7
s11	43	59	2	0	24	1.730376299999989	4	5	2	4	1	29	7
s11	44	28	1	1	47	8.31694300000163	4	4	3	4	1	29	7
s11	45	25	1	0	25	12.397518199999467	5	4	3	4	1	29	7
s11	46	40	2	1	32	3.5767722000000504	3	4	3	4	1	29	7
s11	47	7	1	0	23	1.605143599999792	3	5	2	3	1	29	7
s11	48	5	2	0	15	2.788055999999415	4	4	2	3	1	29	7
s11	49	49	2	0	17	7.058314299998528	4	4	2	4	1	29	7
s11	50	24	1	1	22	13.693652300000394	2	3	4	4	1	29	7
s11	51	47	2	0	0	2.567041700000118	2	4	3	3	1	29	7
s11	52	9	1	0	35	1.6421817999998893	5	5	2	4	1	29	7
s11	53	38	2	1	0	3.4098490000014863	4	2	2	2	1	29	7
s11	54	29	1	0	24	1.451487199999974	3	3	3	5	1	29	7
s11	55	21	2	0	36	8.100171699999919	3	4	2	4	1	29	7
s11	56	18	2	1	48	8.133869499999491	3	4	4	3	1	29	7
s11	57	2	1	1	77	3.885890300000028	4	3	4	3	1	29	7
s11	58	56	1	1	54	2.372545000000173	5	5	4	5	1	29	7
s11	59	31	1	0	48	1.6730912000002718	4	5	2	4	1	29	7
s11	60	41	2	0	76	7.205398299998706	4	3	3	3	1	29	7
s12	1	13	2	0	70	9.443468800000119	5	4	4	5	0	21	8
s12	2	25	2	0	39	14.646021499999733	5	3	2	4	0	21	8
s12	3	31	1	0	0	4.658763600000384	1	3	1	3	0	21	8
s12	4	42	1	1	10	13.022019600000021	1	3	1	3	0	21	8
s12	5	41	2	0	40	8.227076699999998	5	4	2	4	0	21	8
s12	6	24	2	1	25	12.968230499999663	1	3	2	3	0	21	8
s12	7	35	1	0	0	6.533371699999407	5	1	2	1	0	21	8
s12	8	32	1	1	0	2.0365537999996377	1	3	1	2	0	21	8
s12	9	54	2	1	5	8.192314300000362	2	3	2	2	0	21	8
s12	10	55	1	0	30	6.516459499999655	3	4	2	4	0	21	8
s12	11	51	1	0	20	9.619070599999759	5	4	2	4	0	21	8
s12	12	38	1	1	15	5.680473299999903	4	4	2	4	0	21	8
s12	13	29	2	0	30	6.224884299999758	5	5	3	5	0	21	8
s12	14	52	1	1	0	4.5798869000000195	4	2	2	1	0	21	8
s12	15	46	2	1	15	13.31216889999996	1	3	2	3	0	21	8
s12	16	30	2	1	25	14.267068899999686	5	5	3	4	0	21	8
s12	17	5	2	0	0	1.8951641999992717	1	2	2	2	0	21	8
s12	18	45	1	0	20	5.508350399999472	5	4	2	4	0	21	8
s12	19	34	1	1	10	9.024711000000025	2	3	2	2	0	21	8
s12	20	56	1	1	35	23.199291300000368	1	4	3	3	0	21	8
s12	21	3	1	0	100	22.775833599999714	5	3	4	5	0	21	8
s12	22	23	1	0	40	5.528733500000271	4	3	2	4	0	21	8
s12	23	21	1	0	20	10.135944700000437	5	4	2	3	0	21	8
s12	24	15	1	0	0	1.5600517000002583	2	2	2	5	0	21	8
s12	25	2	1	1	80	16.201411000000007	3	3	4	5	0	21	8
s12	26	14	1	1	80	13.560572399999728	5	3	4	4	0	21	8
s12	27	60	2	1	0	2.1673403999993752	1	3	2	2	0	21	8
s12	28	17	2	0	0	2.6045622999999978	2	2	2	2	0	21	8
s12	29	22	2	1	0	1.2900530000006256	1	3	2	2	0	21	8
s12	30	18	1	1	0	3.029352100000324	4	3	1	3	0	21	8
s12	31	36	2	1	10	15.680698199999824	5	2	2	3	0	21	8
s12	32	57	1	0	15	6.469067399999403	3	4	1	5	0	21	8
s12	33	40	1	1	0	1.4480782000000545	1	3	2	2	0	21	8
s12	34	27	1	0	0	1.5373964999998861	5	4	1	1	0	21	8
s12	35	16	2	1	0	1.8497401000004174	3	3	2	1	0	21	8
s12	36	58	2	1	20	4.660234300000411	5	4	2	4	0	21	8
s12	37	20	1	1	25	3.0521832000003997	1	3	3	3	0	21	8
s12	38	33	2	0	0	1.329791999999543	2	3	1	2	0	21	8
s12	39	6	2	1	0	1.476585399999749	2	3	2	2	0	21	8
s12	40	28	2	1	0	1.354775900000277	5	4	1	1	0	21	8
s12	41	4	1	1	80	8.909846600000492	5	3	3	4	0	21	8
s12	42	59	1	0	0	1.7740223000000697	5	5	2	2	0	21	8
s12	43	47	2	0	35	4.761363200000233	5	4	1	3	0	21	8
s12	44	44	1	1	0	2.9877437000004647	5	3	3	3	0	21	8
s12	45	48	2	1	0	1.5005897999999434	1	3	2	2	0	21	8
s12	46	39	1	0	0	1.7667297999996663	5	4	2	2	0	21	8
s12	47	53	2	0	5	2.101721699999871	2	3	2	2	0	21	8
s12	48	7	2	0	34	16.990697799999907	5	3	4	5	0	21	8
s12	49	26	2	1	44	8.625563700000384	2	3	4	4	0	21	8
s12	50	49	2	0	50	6.346197500000017	5	4	4	5	0	21	8
s12	51	12	1	1	75	21.45619860000079	5	3	4	4	0	21	8
s12	52	11	1	0	70	1.8991765999999188	5	4	3	4	0	21	8
s12	53	1	2	0	80	2.438569400000233	5	3	5	5	0	21	8
s12	54	9	1	0	70	7.033574899999621	5	5	3	4	0	21	8
s12	55	37	2	0	20	3.0746005999999397	5	5	1	3	0	21	8
s12	56	19	2	0	30	9.058104699999603	4	4	2	4	0	21	8
s12	57	10	2	1	75	3.9794630999995206	4	4	4	4	0	21	8
s12	58	8	2	1	10	4.8707286000008025	1	3	3	3	0	21	8
s12	59	50	1	1	45	5.507169900000008	5	4	4	1	0	21	8
s12	60	43	2	0	20	2.6483987000001434	2	4	3	4	0	21	8
s13	1	26	1	1	25	8.851136699999188	4	3	2	3	0	19	8
s13	2	30	1	1	20	10.676817999999912	3	4	2	3	0	19	8
s13	3	50	1	1	30	4.054466300000058	1	3	3	1	0	19	8
s13	4	23	2	0	10	4.1238728999996965	4	3	2	2	0	19	8
s13	5	1	2	0	35	7.558522500001345	2	4	2	2	0	19	8
s13	6	22	2	1	0	3.44133470000088	1	2	3	3	0	19	8
s13	7	9	1	0	30	3.9630966000004264	4	3	2	2	0	19	8
s13	8	40	1	1	50	5.592877600000065	1	2	2	2	0	19	8
s13	9	35	1	0	20	3.624250500000926	5	2	2	3	0	19	8
s13	10	37	2	0	0	2.2590699000011227	4	3	2	2	0	19	8
s13	11	58	1	1	20	4.211813900001289	1	4	2	3	0	19	8
s13	12	24	2	1	15	3.1538476000005176	1	2	2	2	0	19	8
s13	13	60	2	1	45	3.178956699999617	2	2	2	2	0	19	8
s13	14	48	1	1	37	5.388951400000224	4	2	2	2	0	19	8
s13	15	52	1	1	20	4.464292399999977	3	3	2	4	0	19	8
s13	16	12	1	1	70	6.315941099999691	1	2	2	2	0	19	8
s13	17	11	1	0	60	4.236707199999728	2	3	2	2	0	19	8
s13	18	38	1	1	25	4.063501900000119	4	3	1	2	0	19	8
s13	19	59	2	0	25	3.831523400000151	3	3	2	3	0	19	8
s13	20	27	2	0	30	4.508894099999452	3	3	2	2	0	19	8
s13	21	39	1	0	40	3.0194528000010905	4	4	2	4	0	19	8
s13	22	46	1	1	20	2.6491612999998324	2	3	2	3	0	19	8
s13	23	16	2	1	35	3.9175093000012566	1	2	2	3	0	19	8
s13	24	54	1	1	25	3.162467399999514	1	2	2	2	0	19	8
s13	25	17	1	0	0	1.9252655000000232	1	3	2	2	0	19	8
s13	26	10	1	1	62	4.460041199999978	2	2	2	2	0	19	8
s13	27	20	2	1	45	5.164047500000379	1	3	2	4	0	19	8
s13	28	57	2	0	20	3.9669333999991068	1	4	1	2	0	19	8
s13	29	2	2	1	25	3.693656399998872	1	2	2	2	0	19	8
s13	30	7	2	0	30	4.5638066999999864	5	4	2	4	0	19	8
s13	31	3	2	0	25	3.315404799999669	2	4	2	2	0	19	8
s13	32	51	1	0	20	3.374866899999688	4	4	2	4	0	19	8
s13	33	25	2	0	30	2.520760800000062	5	3	2	4	0	19	8
s13	34	8	2	1	45	4.412045099999887	3	3	2	3	0	19	8
s13	35	6	1	1	47	6.587614799998846	1	3	2	3	0	19	8
s13	36	36	1	1	20	2.507736899999145	4	3	3	3	0	19	8
s13	37	32	1	1	20	3.1118243000000803	1	3	2	3	0	19	8
s13	38	42	1	1	25	3.6921449000001303	1	1	2	2	0	19	8
s13	39	44	1	1	25	3.159998999999516	3	4	2	4	0	19	8
s13	40	53	2	0	20	4.485973299999387	2	2	2	2	0	19	8
s13	41	5	2	0	30	9.089175799999794	4	4	2	4	0	19	8
s13	42	56	2	1	60	5.667689300000347	5	3	3	5	0	19	8
s13	43	49	2	0	45	4.5716654999996535	3	4	2	4	0	19	8
s13	44	45	2	0	20	3.1548182999995333	5	4	2	5	0	19	8
s13	45	28	2	1	25	3.3157940000000963	4	2	2	2	0	19	8
s13	46	34	1	1	30	5.042848300001424	2	4	2	2	0	19	8
s13	47	41	2	0	35	3.307888700001058	4	3	2	3	0	19	8
s13	48	29	2	0	40	3.3265077999985806	4	4	2	5	0	19	8
s13	49	55	2	0	60	4.420466900000974	3	4	2	4	0	19	8
s13	50	13	1	0	74	3.355429600000207	3	4	2	4	0	19	8
s13	51	33	2	0	25	2.801490699999704	3	3	2	2	0	19	8
s13	52	43	1	0	50	4.121169499998359	1	2	2	2	0	19	8
s13	53	14	1	1	78	3.425461800001358	3	4	2	4	0	19	8
s13	54	21	2	0	26	4.908361599998898	5	4	2	5	0	19	8
s13	55	15	1	0	25	3.082408899999791	1	3	2	5	0	19	8
s13	56	47	2	0	20	6.68599820000054	4	3	2	3	0	19	8
s13	57	18	1	1	1	2.3146286999999575	1	2	2	2	0	19	8
s13	58	4	2	1	20	3.270573699999659	1	2	2	2	0	19	8
s13	59	19	2	0	30	2.8143878999999288	1	4	2	4	0	19	8
s13	60	31	1	0	0	1.4757054000001517	2	3	1	2	0	19	8
s14	1	17	1	0	100	8.377577100000053	5	4	2	4	1	21	8
s14	2	14	2	1	100	5.785502799999904	5	4	2	4	1	21	8
s14	3	33	2	0	120	9.36897829999998	4	4	2	3	1	21	8
s14	4	27	2	0	100	7.400107800000114	5	5	2	3	1	21	8
s14	5	43	1	0	150	11.24597790000007	5	4	2	4	1	21	8
s14	6	50	2	1	80	7.020398699999987	5	5	2	1	1	21	8
s14	7	48	2	1	50	4.841503800000282	5	4	1	3	1	21	8
s14	8	37	2	0	50	6.883367299999918	4	4	2	3	1	21	8
